age,body_type,diet,drinks,drugs,height,sex,smokes
25,thin,anything,socially,never,71.0,f,no
25,curvy,anything,socially,never,60.0,f,no
59,average,anything,socially,never,65.0,m,trying to quit
51,fit,anything,socially,never,60.0,f,no
36,fit,anything,socially,never,62.0,f,no
26,fit,other,rarely,never,61.0,f,no
26,average,anything,socially,never,75.0,m,no
49,fit,vegetarian,socially,never,67.0,f,no
46,average,anything,socially,never,68.0,m,no
21,average,anything,often,never,68.0,m,no
26,thin,other,rarely,sometimes,69.0,m,sometimes
24,used up,anything,socially,never,68.0,m,no
24,fit,vegetarian,rarely,sometimes,63.0,m,no
47,a little extra,vegan,not at all,never,64.0,f,no
40,fit,anything,socially,sometimes,61.0,m,no
27,average,anything,socially,often,72.0,m,yes
25,average,anything,socially,never,61.0,f,no
44,a little extra,anything,socially,never,71.0,m,no
37,full figured,anything,rarely,never,64.0,f,no
38,fit,anything,often,never,67.0,m,no
22,skinny,anything,often,never,67.0,f,no
27,average,anything,socially,never,66.0,f,no
42,skinny,other,socially,never,72.0,m,no
31,athletic,anything,rarely,never,73.0,m,no
47,athletic,anything,socially,never,75.0,m,no
25,average,anything,socially,never,71.0,m,no
32,fit,anything,socially,never,70.0,m,no
28,athletic,anything,socially,never,68.0,m,no
37,a little extra,anything,socially,never,68.0,f,no
36,curvy,anything,socially,sometimes,63.0,f,when drinking
65,thin,vegetarian,not at all,never,71.0,m,no
29,athletic,anything,socially,never,70.0,m,no
37,fit,vegetarian,socially,sometimes,73.0,m,no
38,fit,anything,socially,sometimes,70.0,m,no
28,fit,anything,socially,never,72.0,m,no
20,athletic,vegetarian,socially,often,64.0,f,no
28,thin,anything,often,sometimes,64.0,f,sometimes
31,average,vegetarian,often,never,70.0,m,no
26,skinny,anything,socially,sometimes,77.0,m,no
31,athletic,anything,often,sometimes,70.0,m,no
33,average,anything,socially,never,78.0,m,no
26,skinny,anything,socially,never,70.0,m,no
25,fit,anything,socially,never,74.0,m,no
18,athletic,anything,not at all,often,71.0,m,sometimes
27,average,anything,socially,never,66.0,f,no
63,average,anything,socially,never,63.0,f,no
24,average,vegetarian,socially,never,63.0,f,no
51,athletic,anything,socially,never,67.0,f,no
30,average,anything,socially,never,73.0,m,no
37,thin,anything,socially,never,65.0,f,no
25,fit,anything,socially,never,68.0,m,no
28,a little extra,anything,rarely,never,70.0,m,no
43,athletic,vegetarian,socially,never,65.0,f,no
32,curvy,vegetarian,socially,never,64.0,f,no
30,full figured,anything,rarely,sometimes,76.0,m,trying to quit
35,athletic,anything,socially,never,67.0,m,no
33,fit,anything,often,never,77.0,m,no
30,fit,anything,socially,never,67.0,m,no
37,fit,anything,desperately,never,72.0,m,when drinking
36,average,anything,socially,never,72.0,m,no
49,fit,other,rarely,never,66.0,f,no
40,a little extra,anything,rarely,never,67.0,m,no
30,fit,other,socially,never,72.0,m,no
25,fit,anything,often,never,69.0,m,no
31,average,anything,socially,sometimes,66.0,f,when drinking
33,thin,anything,socially,never,71.0,f,no
41,fit,vegetarian,rarely,never,62.0,f,no
29,average,anything,socially,sometimes,65.0,f,no
49,average,anything,rarely,never,71.0,m,no
29,athletic,anything,socially,never,72.0,m,no
21,athletic,anything,socially,never,64.0,m,no
33,average,anything,socially,never,74.0,m,no
31,athletic,anything,socially,never,68.0,m,when drinking
37,fit,anything,socially,never,68.0,m,no
19,fit,anything,not at all,never,67.0,m,sometimes
44,athletic,vegetarian,socially,never,72.0,m,no
37,fit,anything,socially,never,64.0,f,no
44,athletic,other,not at all,never,74.0,m,no
36,athletic,anything,often,never,70.0,m,no
30,fit,vegetarian,socially,sometimes,63.0,f,no
30,fit,vegetarian,socially,sometimes,70.0,m,no
25,fit,anything,socially,never,69.0,m,no
30,average,anything,socially,never,64.0,f,no
23,skinny,anything,socially,never,71.0,m,no
28,curvy,anything,socially,never,68.0,f,no
28,average,anything,socially,never,66.0,m,no
26,fit,anything,often,sometimes,60.0,f,trying to quit
51,curvy,anything,socially,never,65.0,f,no
32,jacked,anything,rarely,never,64.0,f,no
38,average,anything,socially,never,72.0,m,no
33,jacked,other,rarely,never,63.0,f,no
22,average,anything,often,never,65.0,f,yes
26,fit,anything,socially,never,66.0,f,no
38,fit,anything,socially,never,67.0,f,no
33,jacked,anything,desperately,often,47.0,m,no
34,fit,anything,socially,never,69.0,m,no
35,average,anything,socially,never,70.0,m,when drinking
30,athletic,anything,often,never,70.0,m,no
23,average,anything,socially,sometimes,69.0,m,no
34,fit,anything,socially,never,71.0,m,no
22,a little extra,halal,socially,sometimes,71.0,m,sometimes
36,fit,anything,socially,never,74.0,m,no
52,full figured,anything,rarely,never,62.0,f,no
25,average,anything,socially,never,69.0,f,sometimes
42,average,other,socially,never,65.0,f,no
34,fit,anything,socially,never,64.0,f,no
23,athletic,anything,socially,never,76.0,m,no
21,jacked,other,very often,never,68.0,m,sometimes
22,fit,anything,socially,never,69.0,f,no
28,fit,anything,socially,never,71.0,m,no
23,skinny,anything,socially,often,67.0,m,yes
47,full figured,anything,not at all,never,60.0,f,no
24,average,vegetarian,rarely,never,66.0,m,no
61,thin,anything,rarely,never,61.0,f,no
33,fit,anything,socially,never,67.0,f,no
45,fit,anything,socially,never,69.0,m,no
40,athletic,anything,not at all,never,69.0,m,no
37,athletic,anything,socially,never,65.0,f,no
28,fit,anything,often,sometimes,71.0,m,sometimes
42,thin,anything,socially,never,63.0,f,no
41,average,anything,rarely,never,70.0,f,no
35,thin,anything,socially,never,60.0,f,no
37,athletic,anything,socially,never,67.0,f,no
22,skinny,vegan,socially,never,64.0,f,trying to quit
40,average,anything,rarely,never,62.0,f,no
44,athletic,anything,rarely,sometimes,65.0,m,sometimes
34,thin,anything,socially,never,62.0,f,no
35,average,anything,socially,sometimes,72.0,m,no
36,fit,anything,socially,never,67.0,m,no
23,average,vegetarian,socially,never,70.0,f,no
26,fit,anything,socially,never,69.0,m,no
36,a little extra,anything,socially,never,67.0,m,no
48,average,anything,socially,never,63.0,f,no
32,fit,anything,socially,sometimes,68.0,m,no
30,fit,anything,socially,never,73.0,m,no
34,thin,anything,socially,sometimes,65.0,m,sometimes
24,curvy,anything,socially,never,64.0,f,trying to quit
23,curvy,anything,socially,never,61.0,f,no
28,a little extra,halal,not at all,never,64.0,f,no
29,thin,anything,socially,never,70.0,f,no
28,fit,anything,socially,never,64.0,f,no
20,a little extra,anything,socially,never,76.0,m,sometimes
30,athletic,anything,rarely,sometimes,74.0,m,yes
29,curvy,anything,rarely,never,68.0,f,no
21,athletic,anything,socially,never,70.0,m,no
33,fit,anything,socially,never,66.0,m,no
59,fit,anything,often,never,66.0,f,no
49,fit,vegetarian,rarely,never,60.0,f,no
34,fit,anything,rarely,never,71.0,m,no
36,fit,anything,socially,never,76.0,m,no
38,athletic,anything,socially,never,67.0,f,no
25,athletic,anything,socially,never,65.0,f,no
24,fit,anything,socially,never,75.0,m,no
29,fit,other,socially,never,67.0,m,no
27,athletic,anything,socially,sometimes,70.0,m,no
46,average,anything,rarely,never,74.0,m,no
25,athletic,anything,socially,never,69.0,f,no
20,skinny,anything,desperately,often,74.0,m,sometimes
30,average,vegetarian,not at all,never,65.0,f,no
28,athletic,other,often,never,73.0,m,sometimes
24,average,anything,often,never,66.0,m,sometimes
47,a little extra,vegetarian,not at all,sometimes,70.0,m,sometimes
26,athletic,anything,socially,never,74.0,m,when drinking
41,fit,anything,rarely,sometimes,72.0,m,no
29,athletic,anything,socially,never,72.0,m,no
50,fit,anything,often,never,74.0,m,sometimes
28,fit,anything,socially,never,70.0,m,no
45,athletic,vegetarian,socially,never,70.0,m,no
36,thin,anything,socially,never,67.0,f,no
30,athletic,anything,socially,never,68.0,m,no
41,fit,anything,socially,never,70.0,m,no
24,thin,anything,often,sometimes,74.0,m,sometimes
26,fit,other,socially,sometimes,69.0,m,no
19,curvy,anything,socially,never,62.0,f,when drinking
35,athletic,anything,socially,never,72.0,m,no
28,athletic,anything,socially,never,70.0,m,no
30,athletic,anything,socially,never,73.0,f,when drinking
22,average,anything,socially,never,67.0,m,no
24,fit,anything,often,sometimes,66.0,f,sometimes
22,fit,vegetarian,often,sometimes,74.0,m,no
46,a little extra,anything,rarely,never,73.0,m,no
40,fit,anything,socially,never,69.0,m,sometimes
20,jacked,anything,rarely,never,69.0,m,no
39,athletic,anything,rarely,never,73.0,m,no
60,fit,vegetarian,socially,never,73.0,m,no
21,average,anything,often,never,69.0,m,yes
29,a little extra,anything,rarely,never,66.0,m,no
26,athletic,anything,socially,never,72.0,m,when drinking
27,average,anything,socially,sometimes,69.0,m,no
29,fit,anything,socially,never,74.0,m,no
56,average,anything,not at all,never,73.0,m,no
27,athletic,anything,socially,never,70.0,m,no
45,fit,vegetarian,socially,never,66.0,m,no
21,average,anything,socially,sometimes,73.0,m,yes
34,athletic,anything,socially,never,73.0,m,no
29,skinny,vegetarian,socially,sometimes,67.0,m,yes
44,fit,anything,socially,never,64.0,f,no
29,average,anything,socially,sometimes,71.0,m,trying to quit
24,curvy,anything,socially,sometimes,63.0,f,no
47,average,anything,not at all,never,63.0,f,no
33,athletic,vegan,socially,never,62.0,f,no
25,athletic,anything,rarely,never,73.0,m,no
54,overweight,anything,socially,never,72.0,m,no
45,fit,anything,not at all,never,73.0,m,no
22,athletic,anything,socially,never,72.0,m,yes
24,average,anything,socially,never,74.0,m,no
30,fit,anything,socially,sometimes,72.0,m,no
26,fit,anything,not at all,never,67.0,m,no
33,athletic,anything,socially,sometimes,71.0,m,when drinking
47,fit,anything,not at all,never,69.0,m,trying to quit
34,athletic,anything,socially,never,76.0,m,no
21,a little extra,anything,socially,sometimes,72.0,m,yes
46,athletic,anything,socially,never,74.0,m,no
28,athletic,anything,socially,sometimes,73.0,m,sometimes
27,athletic,anything,socially,sometimes,72.0,m,no
41,athletic,anything,socially,never,67.0,m,no
28,fit,anything,socially,never,66.0,m,no
25,average,anything,often,sometimes,71.0,m,trying to quit
26,curvy,vegetarian,socially,never,64.0,f,no
25,average,anything,socially,never,72.0,m,sometimes
26,average,anything,socially,never,69.0,m,no
44,thin,anything,socially,never,66.0,f,no
25,athletic,anything,socially,never,72.0,m,yes
26,skinny,anything,socially,never,72.0,m,no
26,average,anything,not at all,never,72.0,m,no
31,fit,vegetarian,socially,never,72.0,m,no
35,skinny,anything,socially,never,63.0,f,no
37,average,anything,often,sometimes,69.0,m,no
25,fit,anything,socially,never,72.0,m,no
25,athletic,anything,socially,never,69.0,m,no
40,athletic,anything,rarely,never,74.0,m,sometimes
44,average,anything,socially,sometimes,70.0,m,sometimes
59,fit,anything,socially,never,70.0,m,no
37,average,anything,socially,never,72.0,m,no
25,average,anything,socially,never,67.0,m,no
48,overweight,vegetarian,rarely,never,74.0,m,no
35,thin,other,socially,never,67.0,m,no
22,skinny,anything,often,sometimes,71.0,m,no
29,fit,vegan,socially,never,67.0,m,no
35,average,vegetarian,socially,never,66.0,f,no
50,fit,vegetarian,socially,never,72.0,m,no
46,average,anything,not at all,never,67.0,m,no
24,average,other,socially,never,60.0,f,no
24,athletic,anything,socially,sometimes,65.0,f,no
25,athletic,anything,socially,never,64.0,f,no
38,fit,anything,socially,never,68.0,f,no
25,average,anything,often,sometimes,70.0,m,no
27,used up,other,socially,sometimes,64.0,f,when drinking
45,a little extra,anything,very often,sometimes,71.0,m,no
62,average,anything,socially,never,75.0,m,no
36,a little extra,anything,socially,never,71.0,m,no
31,curvy,vegetarian,desperately,never,65.0,f,no
25,fit,anything,often,never,64.0,f,no
26,average,vegan,socially,never,64.0,f,no
24,curvy,anything,socially,never,65.0,f,sometimes
23,fit,anything,socially,never,65.0,f,no
22,athletic,anything,socially,never,67.0,f,no
40,average,anything,socially,never,62.0,f,no
27,a little extra,anything,socially,sometimes,74.0,m,sometimes
24,fit,anything,socially,never,69.0,m,no
23,fit,vegetarian,not at all,never,68.0,m,no
45,athletic,vegetarian,socially,never,71.0,m,no
19,a little extra,anything,socially,never,66.0,f,no
26,average,anything,socially,never,70.0,m,no
30,fit,vegetarian,rarely,never,69.0,m,no
46,fit,anything,socially,never,76.0,m,no
32,athletic,anything,socially,never,74.0,m,no
29,a little extra,anything,socially,never,71.0,m,no
28,athletic,anything,socially,never,71.0,m,no
35,fit,vegetarian,socially,never,72.0,m,no
27,full figured,anything,socially,never,65.0,f,yes
25,curvy,anything,socially,never,64.0,f,no
27,average,anything,socially,never,70.0,m,no
41,athletic,vegetarian,socially,never,71.0,m,no
27,thin,anything,often,never,70.0,m,no
29,average,anything,socially,never,70.0,m,no
29,fit,vegetarian,socially,never,67.0,m,no
26,average,anything,socially,never,72.0,m,no
28,fit,anything,socially,sometimes,64.0,f,no
41,athletic,anything,socially,never,67.0,m,no
24,average,anything,socially,never,63.0,f,no
31,average,anything,socially,sometimes,72.0,m,when drinking
35,average,anything,socially,never,72.0,m,no
29,skinny,vegan,not at all,never,65.0,m,no
19,skinny,anything,socially,never,72.0,m,no
24,athletic,anything,socially,never,64.0,f,no
43,fit,anything,rarely,never,75.0,m,no
37,average,anything,often,never,74.0,m,no
42,average,anything,socially,never,73.0,m,no
23,fit,anything,socially,never,66.0,f,no
25,fit,anything,socially,never,68.0,f,no
66,curvy,anything,socially,never,63.0,f,yes
37,curvy,other,rarely,never,66.0,f,no
28,fit,other,socially,never,62.0,f,no
38,full figured,anything,socially,never,70.0,f,no
25,fit,vegan,not at all,never,64.0,m,no
37,athletic,anything,socially,never,66.0,f,no
41,average,anything,socially,never,75.0,m,no
27,athletic,anything,socially,never,65.0,m,no
28,average,anything,socially,never,63.0,f,no
33,average,anything,rarely,never,68.0,m,yes
55,full figured,anything,not at all,never,63.0,f,no
28,skinny,other,socially,sometimes,69.0,f,no
26,average,anything,often,never,67.0,f,when drinking
31,athletic,anything,rarely,never,71.0,m,no
24,fit,anything,socially,never,70.0,m,no
27,average,anything,socially,never,67.0,f,no
24,athletic,anything,socially,never,72.0,m,no
32,average,anything,socially,never,72.0,m,no
39,athletic,anything,rarely,never,66.0,m,sometimes
21,fit,anything,socially,never,66.0,f,no
25,athletic,anything,socially,never,71.0,m,no
21,thin,other,socially,often,71.0,m,sometimes
20,fit,anything,rarely,sometimes,68.0,m,no
30,full figured,vegetarian,socially,never,71.0,f,no
25,a little extra,anything,socially,never,71.0,m,sometimes
26,average,anything,socially,sometimes,64.0,f,when drinking
23,used up,anything,socially,often,69.0,f,sometimes
48,average,anything,socially,never,71.0,m,sometimes
26,thin,anything,very often,never,61.0,f,no
29,average,anything,often,never,68.0,f,no
20,athletic,vegetarian,socially,never,67.0,m,no
49,athletic,vegetarian,socially,never,70.0,m,no
42,thin,anything,socially,never,67.0,f,no
20,thin,anything,rarely,never,66.0,f,no
22,thin,other,socially,never,66.0,f,no
38,curvy,vegetarian,socially,never,63.0,f,no
30,average,anything,socially,sometimes,75.0,m,no
34,thin,anything,socially,sometimes,72.0,m,no
33,a little extra,anything,socially,never,74.0,m,trying to quit
30,athletic,anything,socially,never,69.0,m,no
25,average,anything,socially,never,71.0,m,when drinking
32,fit,anything,rarely,never,70.0,m,no
33,thin,anything,often,never,71.0,m,no
27,athletic,anything,socially,never,67.0,m,no
36,thin,anything,socially,never,72.0,m,trying to quit
34,average,anything,socially,never,70.0,f,trying to quit
30,thin,other,socially,sometimes,64.0,f,no
60,average,vegetarian,socially,never,65.0,f,no
48,athletic,anything,rarely,never,67.0,f,no
43,athletic,anything,socially,never,71.0,m,no
44,fit,vegetarian,socially,never,67.0,f,no
19,curvy,anything,rarely,sometimes,64.0,f,no
25,fit,other,socially,sometimes,71.0,m,no
27,used up,anything,socially,sometimes,68.0,m,no
21,athletic,other,socially,never,70.0,m,no
25,full figured,anything,often,sometimes,69.0,f,trying to quit
28,full figured,anything,socially,never,69.0,m,sometimes
29,fit,anything,socially,never,69.0,m,no
30,fit,vegan,not at all,never,72.0,f,no
29,fit,vegetarian,socially,never,66.0,f,no
21,full figured,anything,socially,sometimes,67.0,f,sometimes
37,thin,anything,often,sometimes,72.0,m,yes
30,average,anything,rarely,never,65.0,f,no
68,athletic,vegetarian,not at all,never,66.0,f,no
42,average,vegetarian,rarely,never,68.0,f,no
31,average,anything,socially,never,66.0,f,no
28,fit,anything,socially,never,71.0,m,yes
63,thin,anything,not at all,never,68.0,m,no
29,fit,anything,not at all,never,67.0,f,no
28,full figured,anything,rarely,never,69.0,f,no
23,average,vegan,not at all,never,68.0,m,no
27,athletic,vegetarian,socially,never,74.0,m,no
